,Date,Bitcoin Difficulty,Ethereum Difficulty,Ripple Difficulty,Bitcoin Hashrate,Ethereum Hashrate,Ripple Hashrate,Bitcoin Mining Prob,Ethereum Mining Prob,Ripple Mining Prob,Bitcoin Avg. Transaction Value,Ethereum Avg. Transaction Value,Ripple Avg. Transaction Value,Bitcoin No. of Transactions,Ethereum No. of Transactions,Ripple No. of Transactions,Bitcoin Avg. Transaction Fee,Ethereum Avg. Transaction Fee,Ripple Avg. Transaction Fee
19,2009-01-22,0.0,0.0,0.0,15.231538220662921,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
20,2009-01-23,0.0,0.0,0.0,15.073521730512661,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
21,2009-01-24,0.0,0.0,0.0,15.94293515247251,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
22,2009-01-25,0.0,0.0,0.0,16.114353056179407,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
23,2009-01-26,0.0,0.0,0.0,15.85542679010606,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
24,2009-01-27,0.0,0.0,0.0,15.345259166936879,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
25,2009-01-28,0.0,0.0,0.0,15.417520148605119,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
26,2009-01-29,0.0,0.0,0.0,15.572665469845367,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
27,2009-01-30,0.0,0.0,0.0,15.646620219142356,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
28,2009-01-31,0.0,0.0,0.0,15.615898362482094,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
29,2009-02-01,0.0,0.0,0.0,15.638543862777448,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
30,2009-02-02,0.0,0.0,0.0,15.63253889647914,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
31,2009-02-03,0.0,0.0,0.0,15.718281893841668,0.0,0.0,,,,,,,2.772588722239781,0.0,0.0,,,
32,2009-02-04,0.0,0.0,0.0,15.663418922380492,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
33,2009-02-05,0.0,0.0,0.0,15.615398402261901,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
34,2009-02-06,0.0,0.0,0.0,15.655352798361177,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
35,2009-02-07,0.0,0.0,0.0,15.660963389112222,0.0,0.0,,,,,,,1.3862943611198906,0.0,0.0,,,
36,2009-02-08,0.0,0.0,0.0,15.677257426195027,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
37,2009-02-09,0.0,0.0,0.0,15.675228007808848,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
38,2009-02-10,0.0,0.0,0.0,15.689044618903939,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
39,2009-02-11,0.0,0.0,0.0,15.681183373264767,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
40,2009-02-12,0.0,0.0,0.0,15.61496716143748,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
41,2009-02-13,0.0,0.0,0.0,15.61640500923733,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
42,2009-02-14,0.0,0.0,0.0,15.7109706660165,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
43,2009-02-15,0.0,0.0,0.0,15.665359044923163,0.0,0.0,,,,,,,1.0986122886681098,0.0,0.0,,,
44,2009-02-16,0.0,0.0,0.0,15.645039527589164,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
45,2009-02-17,0.0,0.0,0.0,15.586478200800007,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
46,2009-02-18,0.0,0.0,0.0,15.600092329038223,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
47,2009-02-19,0.0,0.0,0.0,15.597888154736067,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
48,2009-02-20,0.0,0.0,0.0,15.656419333211812,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
49,2009-02-21,0.0,0.0,0.0,15.54267141536046,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
50,2009-02-22,0.0,0.0,0.0,15.61096419534309,0.0,0.0,,,,,,,1.3862943611198906,0.0,0.0,,,
51,2009-02-23,0.0,0.0,0.0,15.525973923234638,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
52,2009-02-24,0.0,0.0,0.0,15.512465086399944,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
53,2009-02-25,0.0,0.0,0.0,15.491989732066488,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
54,2009-02-26,0.0,0.0,0.0,15.432254119041668,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
55,2009-02-27,0.0,0.0,0.0,15.561137777636294,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
56,2009-02-28,0.0,0.0,0.0,15.486391392609816,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
57,2009-03-01,0.0,0.0,0.0,15.435709561605437,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
58,2009-03-02,0.0,0.0,0.0,15.489181069746646,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
59,2009-03-03,0.0,0.0,0.0,15.4692929576502,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
60,2009-03-04,0.0,0.0,0.0,15.482154360889067,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
61,2009-03-05,0.0,0.0,0.0,15.457761196184897,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
62,2009-03-06,0.0,0.0,0.0,15.583534215055716,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
63,2009-03-07,0.0,0.0,0.0,15.546254714482812,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
64,2009-03-08,0.0,0.0,0.0,15.53139459656781,0.0,0.0,,,,,,,1.0986122886681098,0.0,0.0,,,
65,2009-03-09,0.0,0.0,0.0,15.562159161096844,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
66,2009-03-10,0.0,0.0,0.0,15.466076594056323,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
67,2009-03-11,0.0,0.0,0.0,15.511873777017389,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
68,2009-03-12,0.0,0.0,0.0,15.560365159733694,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
69,2009-03-13,0.0,0.0,0.0,15.54847922290424,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
70,2009-03-14,0.0,0.0,0.0,15.552226199567642,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
71,2009-03-15,0.0,0.0,0.0,15.570602757891415,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
72,2009-03-16,0.0,0.0,0.0,15.634319372699892,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
73,2009-03-17,0.0,0.0,0.0,15.584235934330785,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
74,2009-03-18,0.0,0.0,0.0,15.540454961136126,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
75,2009-03-19,0.0,0.0,0.0,15.600509727774112,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
76,2009-03-20,0.0,0.0,0.0,15.61295583232326,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
77,2009-03-21,0.0,0.0,0.0,15.481897640126078,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
78,2009-03-22,0.0,0.0,0.0,15.142581315383357,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
79,2009-03-23,0.0,0.0,0.0,15.665619278000694,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
80,2009-03-24,0.0,0.0,0.0,15.553384955998387,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
81,2009-03-25,0.0,0.0,0.0,15.552983133647718,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
82,2009-03-26,0.0,0.0,0.0,15.566972721387762,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
83,2009-03-27,0.0,0.0,0.0,15.532500143715941,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
84,2009-03-28,0.0,0.0,0.0,15.539181389619785,0.0,0.0,,,,,,,1.0986122886681098,0.0,0.0,,,
85,2009-03-29,0.0,0.0,0.0,15.531658874546633,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
86,2009-03-30,0.0,0.0,0.0,15.635901214866461,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
87,2009-03-31,0.0,0.0,0.0,15.562380918999839,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
88,2009-04-01,0.0,0.0,0.0,15.507569021806598,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
89,2009-04-02,0.0,0.0,0.0,15.599907825907232,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
90,2009-04-03,0.0,0.0,0.0,15.537310259840762,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
91,2009-04-04,0.0,0.0,0.0,15.53862602341539,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
92,2009-04-05,0.0,0.0,0.0,15.647805420646423,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
93,2009-04-06,0.0,0.0,0.0,15.619441322220899,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
94,2009-04-07,0.0,0.0,0.0,15.443596117235847,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
95,2009-04-08,0.0,0.0,0.0,15.44580485602167,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
96,2009-04-09,0.0,0.0,0.0,15.41023617336014,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
97,2009-04-10,0.0,0.0,0.0,15.437789668171257,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
98,2009-04-11,0.0,0.0,0.0,15.592858511703033,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
99,2009-04-12,0.0,0.0,0.0,15.583576881635008,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
100,2009-04-13,0.0,0.0,0.0,15.577803968983257,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
101,2009-04-14,0.0,0.0,0.0,15.614115708621648,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
102,2009-04-15,0.0,0.0,0.0,15.555938135568686,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
103,2009-04-16,0.0,0.0,0.0,15.614903319347725,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
104,2009-04-17,0.0,0.0,0.0,15.577847910608874,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
105,2009-04-18,0.0,0.0,0.0,15.58582879812124,0.0,0.0,,,,,,,1.3862943611198906,0.0,0.0,,,
106,2009-04-19,0.0,0.0,0.0,15.615608663924387,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
107,2009-04-20,0.0,0.0,0.0,15.60106246676077,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
108,2009-04-21,0.0,0.0,0.0,15.603013648316733,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
109,2009-04-22,0.0,0.0,0.0,15.609878289383888,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
110,2009-04-23,0.0,0.0,0.0,15.406927463074386,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
111,2009-04-24,0.0,0.0,0.0,15.387346494382914,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
112,2009-04-25,0.0,0.0,0.0,15.584135816329614,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
113,2009-04-26,0.0,0.0,0.0,15.570829046999101,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
114,2009-04-27,0.0,0.0,0.0,15.463695032698366,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
115,2009-04-28,0.0,0.0,0.0,15.545312173266806,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
116,2009-04-29,0.0,0.0,0.0,15.604521754147209,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
117,2009-04-30,0.0,0.0,0.0,15.706563475360566,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
118,2009-05-01,0.0,0.0,0.0,15.621693342618032,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
119,2009-05-02,0.0,0.0,0.0,15.66711348123155,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
120,2009-05-03,0.0,0.0,0.0,15.507828625630529,0.0,0.0,,,,,,,1.0986122886681098,0.0,0.0,,,
121,2009-05-04,0.0,0.0,0.0,15.61205953914656,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
122,2009-05-05,0.0,0.0,0.0,15.710765554840641,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
123,2009-05-06,0.0,0.0,0.0,15.705157942386283,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
124,2009-05-07,0.0,0.0,0.0,15.657915136553347,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
125,2009-05-08,0.0,0.0,0.0,15.624057492537814,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
126,2009-05-09,0.0,0.0,0.0,15.449310101391111,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
127,2009-05-10,0.0,0.0,0.0,14.916640341747327,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
128,2009-05-11,0.0,0.0,0.0,15.553584751490076,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
129,2009-05-12,0.0,0.0,0.0,15.653738450587275,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
130,2009-05-13,0.0,0.0,0.0,15.636915718862761,0.0,0.0,,,,,,,1.6094379124341003,0.0,0.0,,,
131,2009-05-14,0.0,0.0,0.0,15.60751283104642,0.0,0.0,,,,,,,1.0986122886681098,0.0,0.0,,,
132,2009-05-15,0.0,0.0,0.0,15.791936332912748,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
133,2009-05-16,0.0,0.0,0.0,15.65967223151193,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
134,2009-05-17,0.0,0.0,0.0,15.585120187346801,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
135,2009-05-18,0.0,0.0,0.0,15.636681407564568,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
136,2009-05-19,0.0,0.0,0.0,15.57468984350463,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
137,2009-05-20,0.0,0.0,0.0,15.39034211868535,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
138,2009-05-21,0.0,0.0,0.0,15.489801129689388,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
139,2009-05-22,0.0,0.0,0.0,15.245037046898458,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
140,2009-05-23,0.0,0.0,0.0,15.201306795040981,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
141,2009-05-24,0.0,0.0,0.0,15.403472299508984,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
142,2009-05-25,0.0,0.0,0.0,15.417424234196162,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
143,2009-05-26,0.0,0.0,0.0,15.574005341639877,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
144,2009-05-27,0.0,0.0,0.0,15.651697832954461,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
145,2009-05-28,0.0,0.0,0.0,15.469498419453105,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
146,2009-05-29,0.0,0.0,0.0,15.442683274947457,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
147,2009-05-30,0.0,0.0,0.0,15.460328548514951,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
148,2009-05-31,0.0,0.0,0.0,15.56830204210062,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
149,2009-06-01,0.0,0.0,0.0,15.313834099686273,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
150,2009-06-02,0.0,0.0,0.0,15.240543785398671,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
151,2009-06-03,0.0,0.0,0.0,15.483913174136278,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
152,2009-06-04,0.0,0.0,0.0,14.869357322722397,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
153,2009-06-05,0.0,0.0,0.0,15.139074362593107,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
154,2009-06-06,0.0,0.0,0.0,14.592105565270822,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
155,2009-06-07,0.0,0.0,0.0,13.953659025475599,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
156,2009-06-08,0.0,0.0,0.0,15.198941072186534,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
157,2009-06-09,0.0,0.0,0.0,15.29705987009068,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
158,2009-06-10,0.0,0.0,0.0,15.249275164925484,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
159,2009-06-11,0.0,0.0,0.0,15.326105557835394,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
160,2009-06-12,0.0,0.0,0.0,15.320956351391981,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
161,2009-06-13,0.0,0.0,0.0,15.14912829992288,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
162,2009-06-14,0.0,0.0,0.0,15.146337134148991,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
163,2009-06-15,0.0,0.0,0.0,15.14999701862541,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
164,2009-06-16,0.0,0.0,0.0,15.208997242207325,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
165,2009-06-17,0.0,0.0,0.0,15.088462633684681,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
166,2009-06-18,0.0,0.0,0.0,15.238188438129033,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
167,2009-06-19,0.0,0.0,0.0,15.243369997449221,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
168,2009-06-20,0.0,0.0,0.0,15.235417870785547,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
169,2009-06-21,0.0,0.0,0.0,15.162266995625014,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
170,2009-06-22,0.0,0.0,0.0,15.201544135082973,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
171,2009-06-23,0.0,0.0,0.0,15.18345101188608,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
172,2009-06-24,0.0,0.0,0.0,15.17291638466295,0.0,0.0,,,,,,,0.6931471805599453,0.0,0.0,,,
173,2009-06-25,0.0,0.0,0.0,15.273351560257035,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
174,2009-06-26,0.0,0.0,0.0,15.194294788519068,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
175,2009-06-27,0.0,0.0,0.0,15.259608152760888,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
176,2009-06-28,0.0,0.0,0.0,15.015151493278971,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
177,2009-06-29,0.0,0.0,0.0,14.971467428327207,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
178,2009-06-30,0.0,0.0,0.0,15.247682990080317,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
179,2009-07-01,0.0,0.0,0.0,15.285835817189376,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
180,2009-07-02,0.0,0.0,0.0,15.122526294424839,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
181,2009-07-03,0.0,0.0,0.0,15.22040535344768,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
182,2009-07-04,0.0,0.0,0.0,15.282595885204051,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
183,2009-07-05,0.0,0.0,0.0,15.236449311452034,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
184,2009-07-06,0.0,0.0,0.0,15.242958378663808,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
185,2009-07-07,0.0,0.0,0.0,15.101158275652558,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
186,2009-07-08,0.0,0.0,0.0,15.141731083057385,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
187,2009-07-09,0.0,0.0,0.0,15.158510600053413,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
188,2009-07-10,0.0,0.0,0.0,15.262602937631224,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
189,2009-07-11,0.0,0.0,0.0,15.226000822969336,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
190,2009-07-12,0.0,0.0,0.0,15.15047188706498,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
191,2009-07-13,0.0,0.0,0.0,15.188523358340738,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
192,2009-07-14,0.0,0.0,0.0,15.10571353421861,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
193,2009-07-15,0.0,0.0,0.0,14.749474985901164,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
194,2009-07-16,0.0,0.0,0.0,15.000914421689561,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
195,2009-07-17,0.0,0.0,0.0,15.061977462062968,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
196,2009-07-18,0.0,0.0,0.0,13.869304373441539,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
197,2009-07-19,0.0,0.0,0.0,14.600650603938576,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
198,2009-07-20,0.0,0.0,0.0,15.146866040253014,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
199,2009-07-21,0.0,0.0,0.0,15.150949686628211,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
200,2009-07-22,0.0,0.0,0.0,15.10085825912866,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
201,2009-07-23,0.0,0.0,0.0,14.983419405335038,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
202,2009-07-24,0.0,0.0,0.0,15.173358632767224,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
203,2009-07-25,0.0,0.0,0.0,15.087505402673111,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
204,2009-07-26,0.0,0.0,0.0,13.741951204522552,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
205,2009-07-27,0.0,0.0,0.0,14.802125541312254,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
206,2009-07-28,0.0,0.0,0.0,14.93324681231731,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
207,2009-07-29,0.0,0.0,0.0,14.201323827407082,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
208,2009-07-30,0.0,0.0,0.0,13.603931133643382,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
209,2009-07-31,0.0,0.0,0.0,13.545241331449963,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
210,2009-08-01,0.0,0.0,0.0,13.952233975651863,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
211,2009-08-02,0.0,0.0,0.0,14.168964219138225,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
212,2009-08-03,0.0,0.0,0.0,13.765413390037427,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
213,2009-08-04,0.0,0.0,0.0,14.706862486945711,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
214,2009-08-05,0.0,0.0,0.0,15.322679615074172,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
215,2009-08-06,0.0,0.0,0.0,15.33464710551065,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
216,2009-08-07,0.0,0.0,0.0,15.186936175143034,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
217,2009-08-08,0.0,0.0,0.0,15.23049222517838,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
218,2009-08-09,0.0,0.0,0.0,15.319904571278908,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
219,2009-08-10,0.0,0.0,0.0,15.312237898020209,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
220,2009-08-11,0.0,0.0,0.0,15.061693928298697,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
221,2009-08-12,0.0,0.0,0.0,15.066674534467337,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
222,2009-08-13,0.0,0.0,0.0,15.122824480336494,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
223,2009-08-14,0.0,0.0,0.0,15.082387173016485,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
224,2009-08-15,0.0,0.0,0.0,14.612086239042148,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
225,2009-08-16,0.0,0.0,0.0,13.941599448752083,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
226,2009-08-17,0.0,0.0,0.0,13.808427532459412,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
227,2009-08-18,0.0,0.0,0.0,13.466474931422802,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
228,2009-08-19,0.0,0.0,0.0,13.422536115680835,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
229,2009-08-20,0.0,0.0,0.0,14.005100634947889,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
230,2009-08-21,0.0,0.0,0.0,13.786498756090747,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
