Date,Bitcoin Difficulty,Bitcoin Hashrate,Bitcoin Mining Prob
2009-03-04,0.0,15.482154360889067,0.0
2009-03-05,0.0,15.457761196184897,0.0
2009-03-06,0.0,15.583534215055716,0.0
2009-03-07,0.0,15.546254714482812,0.0
2009-03-08,0.0,15.53139459656781,0.0
2009-03-09,0.0,15.562159161096844,0.0
2009-03-10,0.0,15.466076594056323,0.0
2009-03-11,0.0,15.511873777017389,0.0
2009-03-12,0.0,15.560365159733694,0.0
2009-03-13,0.0,15.54847922290424,0.0
2009-03-14,0.0,15.552226199567642,0.0
2009-03-15,0.0,15.570602757891415,0.0
2009-03-16,0.0,15.634319372699892,0.0
2009-03-17,0.0,15.584235934330785,0.0
2009-03-18,0.0,15.540454961136126,0.0
2009-03-19,0.0,15.600509727774112,0.0
2009-03-20,0.0,15.61295583232326,0.0
2009-03-21,0.0,15.481897640126078,0.0
2009-03-22,0.0,15.142581315383357,0.0
2009-03-23,0.0,15.665619278000694,0.0
2009-03-24,0.0,15.553384955998387,0.0
2009-03-25,0.0,15.552983133647718,0.0
2009-03-26,0.0,15.566972721387762,0.0
2009-03-27,0.0,15.532500143715941,0.0
2009-03-28,0.0,15.539181389619785,0.0
2009-03-29,0.0,15.531658874546633,0.0
2009-03-30,0.0,15.635901214866461,0.0
2009-03-31,0.0,15.562380918999839,0.0
2009-04-01,0.0,15.507569021806598,0.0
2009-04-02,0.0,15.599907825907232,0.0
2009-04-03,0.0,15.537310259840762,0.0
2009-04-04,0.0,15.53862602341539,0.0
2009-04-05,0.0,15.647805420646423,0.0
2009-04-06,0.0,15.619441322220899,0.0
2009-04-07,0.0,15.443596117235847,0.0
2009-04-08,0.0,15.44580485602167,0.0
2009-04-09,0.0,15.41023617336014,0.0
2009-04-10,0.0,15.437789668171257,0.0
2009-04-11,0.0,15.592858511703033,0.0
2009-04-12,0.0,15.583576881635008,0.0
2009-04-13,0.0,15.577803968983257,0.0
2009-04-14,0.0,15.614115708621648,0.0
2009-04-15,0.0,15.555938135568686,0.0
2009-04-16,0.0,15.614903319347725,0.0
2009-04-17,0.0,15.577847910608874,0.0
2009-04-18,0.0,15.58582879812124,0.0
2009-04-19,0.0,15.615608663924387,0.0
2009-04-20,0.0,15.60106246676077,0.0
2009-04-21,0.0,15.603013648316733,0.0
2009-04-22,0.0,15.609878289383888,0.0
2009-04-23,0.0,15.406927463074386,0.0
2009-04-24,0.0,15.387346494382914,0.0
2009-04-25,0.0,15.584135816329614,0.0
2009-04-26,0.0,15.570829046999101,0.0
2009-04-27,0.0,15.463695032698366,0.0
2009-04-28,0.0,15.545312173266806,0.0
2009-04-29,0.0,15.604521754147209,0.0
2009-04-30,0.0,15.706563475360566,0.0
2009-05-01,0.0,15.621693342618032,0.0
2009-05-02,0.0,15.66711348123155,0.0
2009-05-03,0.0,15.507828625630529,0.0
2009-05-04,0.0,15.61205953914656,0.0
2009-05-05,0.0,15.710765554840641,0.0
2009-05-06,0.0,15.705157942386283,0.0
2009-05-07,0.0,15.657915136553347,0.0
2009-05-08,0.0,15.624057492537814,0.0
2009-05-09,0.0,15.449310101391111,0.0
2009-05-10,0.0,14.916640341747327,0.0
2009-05-11,0.0,15.553584751490076,0.0
2009-05-12,0.0,15.653738450587275,0.0
2009-05-13,0.0,15.636915718862761,0.0
2009-05-14,0.0,15.60751283104642,0.0
2009-05-15,0.0,15.791936332912748,0.0
2009-05-16,0.0,15.65967223151193,0.0
2009-05-17,0.0,15.585120187346801,0.0
2009-05-18,0.0,15.636681407564568,0.0
2009-05-19,0.0,15.57468984350463,0.0
2009-05-20,0.0,15.39034211868535,0.0
2009-05-21,0.0,15.489801129689388,0.0
2009-05-22,0.0,15.245037046898458,0.0
2009-05-23,0.0,15.201306795040981,0.0
2009-05-24,0.0,15.403472299508984,0.0
2009-05-25,0.0,15.417424234196162,0.0
2009-05-26,0.0,15.574005341639877,0.0
2009-05-27,0.0,15.651697832954461,0.0
2009-05-28,0.0,15.469498419453105,0.0
2009-05-29,0.0,15.442683274947457,0.0
2009-05-30,0.0,15.460328548514951,0.0
2009-05-31,0.0,15.56830204210062,0.0
2009-06-01,0.0,15.313834099686273,0.0
2009-06-02,0.0,15.240543785398671,0.0
2009-06-03,0.0,15.483913174136278,0.0
2009-06-04,0.0,14.869357322722397,0.0
2009-06-05,0.0,15.139074362593107,0.0
2009-06-06,0.0,14.592105565270822,0.0
2009-06-07,0.0,13.953659025475599,0.0
2009-06-08,0.0,15.198941072186534,0.0
2009-06-09,0.0,15.29705987009068,0.0
2009-06-10,0.0,15.249275164925484,0.0
2009-06-11,0.0,15.326105557835394,0.0
2009-06-12,0.0,15.320956351391981,0.0
2009-06-13,0.0,15.14912829992288,0.0
2009-06-14,0.0,15.146337134148991,0.0
2009-06-15,0.0,15.14999701862541,0.0
2009-06-16,0.0,15.208997242207325,0.0
2009-06-17,0.0,15.088462633684681,0.0
2009-06-18,0.0,15.238188438129033,0.0
2009-06-19,0.0,15.243369997449221,0.0
2009-06-20,0.0,15.235417870785547,0.0
2009-06-21,0.0,15.162266995625014,0.0
2009-06-22,0.0,15.201544135082973,0.0
2009-06-23,0.0,15.18345101188608,0.0
2009-06-24,0.0,15.17291638466295,0.0
2009-06-25,0.0,15.273351560257035,0.0
2009-06-26,0.0,15.194294788519068,0.0
2009-06-27,0.0,15.259608152760888,0.0
2009-06-28,0.0,15.015151493278971,0.0
2009-06-29,0.0,14.971467428327207,0.0
2009-06-30,0.0,15.247682990080317,0.0
2009-07-01,0.0,15.285835817189376,0.0
2009-07-02,0.0,15.122526294424839,0.0
2009-07-03,0.0,15.22040535344768,0.0
2009-07-04,0.0,15.282595885204051,0.0
2009-07-05,0.0,15.236449311452034,0.0
2009-07-06,0.0,15.242958378663808,0.0
2009-07-07,0.0,15.101158275652558,0.0
2009-07-08,0.0,15.141731083057385,0.0
2009-07-09,0.0,15.158510600053413,0.0
2009-07-10,0.0,15.262602937631224,0.0
2009-07-11,0.0,15.226000822969336,0.0
2009-07-12,0.0,15.15047188706498,0.0
2009-07-13,0.0,15.188523358340738,0.0
2009-07-14,0.0,15.10571353421861,0.0
2009-07-15,0.0,14.749474985901164,0.0
2009-07-16,0.0,15.000914421689561,0.0
2009-07-17,0.0,15.061977462062968,0.0
2009-07-18,0.0,13.869304373441539,0.0
2009-07-19,0.0,14.600650603938576,0.0
2009-07-20,0.0,15.146866040253014,0.0
2009-07-21,0.0,15.150949686628211,0.0
2009-07-22,0.0,15.10085825912866,0.0
2009-07-23,0.0,14.983419405335038,0.0
2009-07-24,0.0,15.173358632767224,0.0
2009-07-25,0.0,15.087505402673111,0.0
2009-07-26,0.0,13.741951204522552,0.0
2009-07-27,0.0,14.802125541312254,0.0
2009-07-28,0.0,14.93324681231731,0.0
2009-07-29,0.0,14.201323827407082,0.0
2009-07-30,0.0,13.603931133643382,0.0
2009-07-31,0.0,13.545241331449963,0.0
2009-08-01,0.0,13.952233975651863,0.0
2009-08-02,0.0,14.168964219138225,0.0
2009-08-03,0.0,13.765413390037427,0.0
2009-08-04,0.0,14.706862486945711,0.0
2009-08-05,0.0,15.322679615074172,0.0
2009-08-06,0.0,15.33464710551065,0.0
2009-08-07,0.0,15.186936175143034,0.0
2009-08-08,0.0,15.23049222517838,0.0
2009-08-09,0.0,15.319904571278908,0.0
2009-08-10,0.0,15.312237898020209,0.0
2009-08-11,0.0,15.061693928298697,0.0
2009-08-12,0.0,15.066674534467337,0.0
2009-08-13,0.0,15.122824480336494,0.0
2009-08-14,0.0,15.082387173016485,0.0
2009-08-15,0.0,14.612086239042148,0.0
2009-08-16,0.0,13.941599448752083,0.0
2009-08-17,0.0,13.808427532459412,0.0
2009-08-18,0.0,13.466474931422802,0.0
2009-08-19,0.0,13.422536115680835,0.0
2009-08-20,0.0,14.005100634947889,0.0
2009-08-21,0.0,13.786498756090747,0.0
2009-08-22,0.0,13.044256960575824,0.0
2009-08-23,0.0,13.248840950234412,0.0
2009-08-24,0.0,13.210352276463544,0.0
2009-08-25,0.0,14.559042820611808,0.0
2009-08-26,0.0,14.56962630118622,0.0
2009-08-27,0.0,14.458907463595924,0.0
2009-08-28,0.0,14.818469507955788,0.0
2009-08-29,0.0,15.1726929994757,0.0
2009-08-30,0.0,15.259909898678254,0.0
2009-08-31,0.0,15.39230729652658,0.0
2009-09-01,0.0,15.244369075159314,0.0
2009-09-02,0.0,15.049588617141076,0.0
2009-09-03,0.0,14.966360711439469,0.0
2009-09-04,0.0,14.919375361326802,0.0
2009-09-05,0.0,15.07990730514844,0.0
2009-09-06,0.0,15.09781124664817,0.0
2009-09-07,0.0,15.12971529331371,0.0
2009-09-08,0.0,15.088925652773314,0.0
2009-09-09,0.0,14.947678182826845,0.0
2009-09-10,0.0,14.907020350180021,0.0
2009-09-11,0.0,15.0195492601189,0.0
2009-09-12,0.0,15.037818737227322,0.0
2009-09-13,0.0,15.086066292199304,0.0
2009-09-14,0.0,15.166035244242138,0.0
2009-09-15,0.0,15.079337805242089,0.0
2009-09-16,0.0,14.732616557417485,0.0
2009-09-17,0.0,15.204115996486323,0.0
2009-09-18,0.0,15.252478784164987,0.0
2009-09-19,0.0,15.118771890688205,0.0
2009-09-20,0.0,15.12697172248029,0.0
2009-09-21,0.0,15.195265835804454,0.0
2009-09-22,0.0,14.795978745799815,0.0
2009-09-23,0.0,14.019741997355764,0.0
2009-09-24,0.0,15.111935188163098,0.0
2009-09-25,0.0,15.367077591050435,0.0
2009-09-26,0.0,15.330738225443858,0.0
2009-09-27,0.0,15.385982876699357,0.0
2009-09-28,0.0,15.294364957076432,0.0
2009-09-29,0.0,15.220018539479266,0.0
2009-09-30,0.0,15.275111838337809,0.0
2009-10-01,0.0,15.26416802885432,0.0
2009-10-02,0.0,15.228986626428304,0.0
2009-10-03,0.0,14.860301095231915,0.0
2009-10-04,0.0,14.965264529527493,0.0
2009-10-05,0.0,14.774809820146075,0.0
2009-10-06,0.0,14.703011204058662,0.0
2009-10-07,0.0,14.721863674904414,0.0
2009-10-08,0.0,15.008142497092123,0.0
2009-10-09,0.0,15.148875286625417,0.0
2009-10-10,0.0,15.195382086785925,0.0
2009-10-11,0.0,15.191760391294604,0.0
2009-10-12,0.0,14.986759737276095,0.0
2009-10-13,0.0,14.830920207184585,0.0
2009-10-14,0.0,14.868556629954869,0.0
2009-10-15,0.0,15.157787198667041,0.0
2009-10-16,0.0,15.077705193834403,0.0
2009-10-17,0.0,14.812793085447032,0.0
2009-10-18,0.0,14.967140886124946,0.0
2009-10-19,0.0,15.373025714783772,0.0
2009-10-20,0.0,15.534362718568971,0.0
2009-10-21,0.0,15.252240633354981,0.0
2009-10-22,0.0,15.242424413102578,0.0
2009-10-23,0.0,15.30900863500423,0.0
2009-10-24,0.0,15.184973308942437,0.0
2009-10-25,0.0,15.082489146887038,0.0
2009-10-26,0.0,15.085680850330913,0.0
2009-10-27,0.0,14.96601169697461,0.0
2009-10-28,0.0,15.020819768900962,0.0
2009-10-29,0.0,14.823986957069623,0.0
2009-10-30,0.0,14.855873838310405,0.0
2009-10-31,0.0,14.777920843480938,0.0
2009-11-01,0.0,14.421167701540625,0.0
2009-11-02,0.0,14.160347710917115,0.0
2009-11-03,0.0,14.648137032262364,0.0
2009-11-04,0.0,15.003561580761092,0.0
2009-11-05,0.0,14.986131831738968,0.0
2009-11-06,0.0,14.775333847461114,0.0
2009-11-07,0.0,15.07722817083384,0.0
2009-11-08,0.0,15.037788987284427,0.0
2009-11-09,0.0,15.068119228842091,0.0
2009-11-10,0.0,15.020420622924206,0.0
2009-11-11,0.0,15.125772866304699,0.0
2009-11-12,0.0,15.020803290801181,0.0
2009-11-13,0.0,15.04996668848406,0.0
2009-11-14,0.0,15.25052841436461,0.0
2009-11-15,0.0,15.316935774150146,0.0
2009-11-16,0.0,15.439123922249575,0.0
2009-11-17,0.0,15.327994961067423,0.0
2009-11-18,0.0,15.24536380489829,0.0
2009-11-19,0.0,15.146149492839339,0.0
2009-11-20,0.0,15.164095263707832,0.0
2009-11-21,0.0,15.213540783635734,0.0
2009-11-22,0.0,15.330803930971266,0.0
2009-11-23,0.0,15.427135078028503,0.0
2009-11-24,0.0,15.391894766095062,0.0
2009-11-25,0.0,15.316649865001123,0.0
2009-11-26,0.0,15.241784478855891,0.0
2009-11-27,0.0,15.136428713853888,0.0
2009-11-28,0.0,15.185062798655375,0.0
2009-11-29,0.0,14.937745618854894,0.0
2009-11-30,0.0,15.05154349960263,0.0
2009-12-01,0.0,15.03579283680245,0.0
2009-12-02,0.0,15.32488899050127,0.0
2009-12-03,0.0,15.2649907288451,0.0
2009-12-04,0.0,14.901625411327744,0.0
2009-12-05,0.0,14.75058143379232,0.0
2009-12-06,0.0,15.295204638757493,0.0
2009-12-07,0.0,15.44850893015039,0.0
2009-12-08,0.0,15.559708532898831,0.0
2009-12-09,0.0,15.3894499891367,0.0
2009-12-10,0.0,15.414315136351618,0.0
2009-12-11,0.0,15.606802918113868,0.0
2009-12-12,0.0,15.464012825174475,0.0
2009-12-13,0.0,15.487345262170084,0.0
2009-12-14,0.0,15.490412750388954,0.0
2009-12-15,0.0,15.545339657424629,0.0
2009-12-16,0.0,15.56733357796108,0.0
2009-12-17,0.0,15.851637678691391,0.0
2009-12-18,0.0,16.086880900390845,0.0
2009-12-19,0.0,16.226514176135268,0.0
2009-12-20,0.0,16.040815714980635,0.0
2009-12-21,0.0,16.021047271359635,0.0
2009-12-22,0.0,15.890817940773502,0.0
2009-12-23,0.0,15.934663557747005,0.0
2009-12-24,0.0,15.829007790849937,0.0
2009-12-25,0.0,15.876598701707584,0.0
2009-12-26,0.0,15.835721201456032,0.0
2009-12-27,0.0,15.94211463041285,0.0
2009-12-28,0.0,15.852674880130728,0.0
2009-12-29,0.0,15.85319894255986,0.0
2009-12-30,0.11778303565638346,16.032845013865114,0.0
2009-12-31,0.16805358499624976,15.92332549082564,0.0
2010-01-01,0.16805358499624976,15.844630569782536,0.0
2010-01-02,0.16805358499624976,15.810898797778561,0.0
2010-01-03,0.16805358499624976,16.03586631268298,0.0
2010-01-04,0.16805358499624976,16.264672579343312,0.0
2010-01-05,0.16805358499624976,16.238778566783818,0.0
2010-01-06,0.16805358499624976,16.146367217300114,0.0
2010-01-07,0.16805358499624976,16.029952506488694,0.0
2010-01-08,0.16805358499624976,16.03195066218237,0.0
2010-01-09,0.16805358499624976,16.02463889250701,0.0
2010-01-10,0.16805358499624976,16.1165704884891,0.0
2010-01-11,0.1747932903731631,16.124972948044544,0.0
2010-01-12,0.2662030407746567,16.17800189715771,0.0
2010-01-13,0.2662030407746567,16.182895263008692,0.0
2010-01-14,0.2662030407746567,16.096593937031617,0.0
2010-01-15,0.2662030407746567,16.038726632971585,0.0
2010-01-16,0.2662030407746567,16.037199537571027,0.0
2010-01-17,0.2662030407746567,15.892250578820558,0.0
2010-01-18,0.2662030407746567,15.957469986925425,0.0
2010-01-19,0.2662030407746567,15.871548995904712,0.0
2010-01-20,0.2662030407746567,15.98271809808534,0.0
2010-01-21,0.2662030407746567,16.251080156567397,0.0
2010-01-22,0.2662030407746567,16.16063460266364,0.0
2010-01-23,0.2662030407746567,16.05029324915249,0.0
2010-01-24,0.2662030407746567,16.09279917607981,0.0
2010-01-25,0.2799018851328186,16.33435201998593,0.0
2010-01-26,0.29565024210095786,16.43642108293778,0.0
2010-01-27,0.29565024210095786,16.320189524131568,0.0
2010-01-28,0.29565024210095786,16.227923124886047,0.0
2010-01-29,0.29565024210095786,16.371780822361227,0.0
2010-01-30,0.29565024210095786,16.368732572005243,0.0
2010-01-31,0.29565024210095786,16.439315516433624,0.0
2010-02-01,0.29565024210095786,16.25497910663674,0.0
2010-02-02,0.29565024210095786,16.1295247888273,0.0
2010-02-03,0.29565024210095786,16.482088483715028,0.0
2010-02-04,0.3235317253454781,16.64213453385811,0.0
2010-02-05,0.5982868995359851,16.87391025950231,0.0
2010-02-06,0.5982868995359851,16.7408932722894,0.0
2010-02-07,0.5982868995359851,16.701589671185992,0.0
2010-02-08,0.5982868995359851,16.81691625715998,0.0
2010-02-09,0.5982868995359851,16.74370263652856,0.0
2010-02-10,0.5982868995359851,16.598097939097325,0.0
2010-02-11,0.5982868995359851,16.5482469976528,0.0
2010-02-12,0.5982868995359851,16.601934320644254,0.0
2010-02-13,0.5982868995359851,16.77357476438608,0.0
2010-02-14,0.5999347988377666,16.791563711594737,0.0
2010-02-15,0.927428476284611,16.99295670370933,0.0
2010-02-16,0.927428476284611,16.939443063726536,0.0
2010-02-17,0.927428476284611,17.129025974206264,0.0
2010-02-18,0.927428476284611,17.189958748727864,0.0
2010-02-19,0.927428476284611,16.999989039306808,0.0
2010-02-20,0.927428476284611,17.085443081233404,0.0
2010-02-21,0.927428476284611,17.140413943965992,0.0
2010-02-22,0.927428476284611,17.205110886336463,0.0
2010-02-23,0.927428476284611,17.25404421809103,0.0
2010-02-24,1.1975522365230131,17.393343724119617,0.0
2010-02-25,1.329988524908796,17.197606666324027,0.0
2010-02-26,1.329988524908796,17.268977630517067,0.0
2010-02-27,1.329988524908796,17.266710479682235,0.0
2010-02-28,1.329988524908796,17.278927273527085,0.0
2010-03-01,1.329988524908796,17.313806489041085,0.0
2010-03-02,1.329988524908796,17.415478248679467,0.0
2010-03-03,1.329988524908796,17.249478794527594,0.0
2010-03-04,1.329988524908796,17.272442475418178,0.0
2010-03-05,1.329988524908796,17.350865715198854,0.0
2010-03-06,1.329988524908796,17.309687921779254,0.0
2010-03-07,1.329988524908796,17.2743481910677,0.0
2010-03-08,1.5002924651733023,17.37297939758456,0.0
2010-03-09,1.5109426656850011,17.293963474432076,0.0
2010-03-10,1.5109426656850011,17.289593774798703,0.0
2010-03-11,1.5109426656850011,17.324945353042583,0.0
2010-03-12,1.5109426656850011,17.189616320051897,0.0
2010-03-13,1.5109426656850011,17.291767884700583,0.0
2010-03-14,1.5109426656850011,17.211903952268298,0.0
2010-03-15,1.5109426656850011,17.184316970584028,0.0
2010-03-16,1.5109426656850011,17.20399274305226,0.0
2010-03-17,1.5109426656850011,17.17244039796467,0.0
2010-03-18,1.5109426656850011,17.332291313354943,0.0
2010-03-19,1.5109426656850011,17.235910452249293,0.0
2010-03-20,1.5109426656850011,17.510536657687876,0.0
2010-03-21,1.5111633431657598,17.558483043541717,0.0
2010-03-22,1.518418514046932,17.50857591395408,0.0
2010-03-23,1.518418514046932,17.622627144616995,0.0
2010-03-24,1.518418514046932,17.55429662421618,0.0
2010-03-25,1.518418514046932,17.542552810067296,0.0
2010-03-26,1.518418514046932,17.5710751728479,0.0
2010-03-27,1.518418514046932,17.560906465739144,0.0
2010-03-28,1.518418514046932,17.577481399827917,0.0
2010-03-29,1.518418514046932,17.561085206148444,0.0
2010-03-30,1.518418514046932,17.66689824151874,0.0
2010-03-31,1.518418514046932,17.70846050349721,0.0
2010-04-01,1.669026703845758,17.732270466531112,0.0
2010-04-02,1.8058267264394905,17.643041555579966,0.0
2010-04-03,1.8058267264394905,17.759175611645084,0.0
2010-04-04,1.8058267264394905,17.695965452641893,0.0
2010-04-05,1.8058267264394905,17.75776379066316,0.0
2010-04-06,1.8058267264394905,17.628241199206176,0.0
2010-04-07,1.8058267264394905,17.801749822540035,0.0
2010-04-08,1.8058267264394905,17.9084643535186,0.0
2010-04-09,1.8058267264394905,17.800716327673307,0.0
2010-04-10,1.8058267264394905,18.050593209163786,0.0
2010-04-11,1.8058267264394905,18.09403066561413,0.0
2010-04-12,1.9579798731426437,18.187638953803177,0.0
2010-04-13,2.05668455455722,18.084644744166027,0.0
2010-04-14,2.05668455455722,18.102440709998966,0.0
2010-04-15,2.05668455455722,18.17645824694406,0.0
2010-04-16,2.05668455455722,18.198832328587404,0.0
2010-04-17,2.05668455455722,18.230198446712667,0.0
2010-04-18,2.05668455455722,18.37683632191293,0.0
2010-04-19,2.05668455455722,18.277735730477232,0.0
2010-04-20,2.05668455455722,18.254308659401516,0.0
2010-04-21,2.0776900086410297,18.28066673881206,0.0
2010-04-22,2.439211690525871,18.51365689293379,0.0
2010-04-23,2.439211690525871,18.248272986651248,0.0
2010-04-24,2.439211690525871,18.284827285991103,0.0
2010-04-25,2.439211690525871,18.381826229340213,0.0
2010-04-26,2.439211690525871,18.37212919281258,0.0
2010-04-27,2.439211690525871,18.378982970216086,0.0
2010-04-28,2.439211690525871,18.457610450136787,0.0
2010-04-29,2.439211690525871,18.3481892200266,0.0
2010-04-30,2.439211690525871,18.256949020493686,0.0
2010-05-01,2.439211690525871,18.3341067185833,0.0
2010-05-02,2.439211690525871,18.409516747805334,0.0
2010-05-03,2.439211690525871,18.36181550725985,0.0
2010-05-04,2.5053626583553825,18.24124191211133,0.0
2010-05-05,2.5532659873013435,18.315064628965146,0.0
2010-05-06,2.5532659873013435,18.318144536179588,0.0
2010-05-07,2.5532659873013435,18.333190161252926,0.0
2010-05-08,2.5532659873013435,18.30872907652092,0.0
2010-05-09,2.5532659873013435,18.374661192588146,0.0
2010-05-10,2.5532659873013435,18.327042772228456,0.0
2010-05-11,2.5532659873013435,18.144817051841876,0.0
2010-05-12,2.5532659873013435,18.15758601676193,0.0
2010-05-13,2.5532659873013435,18.18655691694885,0.0
2010-05-14,2.5532659873013435,18.209499705615137,0.0
2010-05-15,2.5532659873013435,18.059100603469297,0.0
2010-05-16,2.5532659873013435,17.946791399082446,0.0
2010-05-17,2.5532659873013435,18.262384416122256,0.0
2010-05-18,2.5532659873013435,18.43084902135049,0.0
2010-05-19,2.5184220157924826,18.436981236122058,0.0
2010-05-20,2.4719902578547734,18.4875228067744,0.0
2010-05-21,2.4719902578547734,18.52761115567825,0.0
2010-05-22,2.4719902578547734,18.5077560555648,0.0
2010-05-23,2.4719902578547734,18.632878601123686,0.0
2010-05-24,2.4719902578547734,18.567737086947318,0.0
2010-05-25,2.4719902578547734,18.610786516638417,0.0
2010-05-26,2.4719902578547734,18.67210688154911,0.0
2010-05-27,2.4719902578547734,18.58885079722932,0.0
2010-05-28,2.4719902578547734,18.639556922971423,0.0
2010-05-29,2.597416547599038,18.75303798988647,0.0
2010-05-30,2.810546619145386,18.676495429756063,0.0
2010-05-31,2.810546619145386,18.638246946733567,0.0
2010-06-01,2.810546619145386,18.53326508980748,0.0
2010-06-02,2.810546619145386,18.560404903005047,0.0
2010-06-03,2.810546619145386,18.646797351352234,0.0
2010-06-04,2.810546619145386,18.55124589036518,0.0
2010-06-05,2.810546619145386,18.573418594778015,0.0
2010-06-06,2.810546619145386,18.619499454639804,0.0
2010-06-07,2.810546619145386,18.631457144335123,0.0
2010-06-08,2.810546619145386,18.718554613151582,0.0
2010-06-09,2.810546619145386,18.702267022245444,0.0
2010-06-10,2.810546619145386,18.75560939700405,0.0
2010-06-11,2.8108474343568717,18.700605916795883,0.0
2010-06-12,2.855377655581343,18.69616655090186,0.0
2010-06-13,2.855377655581343,18.707765628122715,0.0
2010-06-14,2.855377655581343,18.74266115085113,0.0
2010-06-15,2.855377655581343,18.881119752699128,0.0
2010-06-16,2.855377655581343,18.780213020824526,0.0
2010-06-17,2.855377655581343,18.61136106044125,0.0
2010-06-18,2.855377655581343,18.668919745731262,0.0
2010-06-19,2.855377655581343,18.71545994460446,0.0
2010-06-20,2.855377655581343,18.756455037067663,0.0
2010-06-21,2.855377655581343,18.838433831321645,0.0
2010-06-22,2.855377655581343,18.707529516806456,0.0
2010-06-23,2.855377655581343,18.797796746640657,0.0
2010-06-24,2.9064091355937887,18.928391688136024,0.0
2010-06-25,2.9655307648208695,18.861140384659333,0.0
2010-06-26,2.9655307648208695,18.836704407148755,0.0
2010-06-27,2.9655307648208695,18.85621684026455,0.0
2010-06-28,2.9655307648208695,18.894595315483617,0.0
2010-06-29,2.9655307648208695,18.87425366284491,0.0
2010-06-30,2.9655307648208695,18.940641564459767,0.0
2010-07-01,2.9655307648208695,19.08964162997132,0.0
2010-07-02,2.9655307648208695,19.033726793048803,0.0
2010-07-03,2.9655307648208695,19.025039502239856,0.0
2010-07-04,2.9655307648208695,19.033516061036266,0.0
2010-07-05,2.9655307648208695,18.920390088191127,0.0
2010-07-06,3.141476287606697,19.155131783717128,0.0
2010-07-07,3.1570429734362415,19.02960045793653,0.0
2010-07-08,3.1570429734362415,19.00481587232455,0.0
2010-07-09,3.1570429734362415,19.16392250422842,0.0
2010-07-10,3.1570429734362415,19.23302868805076,0.0
2010-07-11,3.1570429734362415,19.20842333984245,0.0
2010-07-12,3.1570429734362415,19.985647480445376,0.0
2010-07-13,3.5629193269857318,21.025326588203274,0.0
2010-07-14,3.815203687447431,21.01776328015737,0.0
2010-07-15,3.815203687447431,21.041323345579183,0.0
2010-07-16,4.133116456722639,21.349992815116515,0.0
2010-07-17,5.201492540245624,21.744118789285558,-1.870802676568508
2010-07-18,5.201492540245624,21.16439490326798,-0.9113031903631159
2010-07-19,5.201492540245624,21.162351061153203,-0.731888008876376
2010-07-20,5.201492540245624,21.218224413881853,-0.8393296907380268
